Frequenzen /MHz, Realteil V/Pa,Imagteil / (V/Pa) , Var (k=1) real / (V/Pa)^2, var k=1 imag / (V/Pa)^2, korrelation / (V/Pa)^2, Amplitude |M| / dB re 1V/Pa, Amplitude M / (V/Pa) , uns (k=1) / V/Pa, phase arg(M) / rad, uns k=1 /rad, korrelation [-1...1] 
5.100000e+00, 3.486163e-08, 2.240081e-10, 5.897014e-19, 9.591345e-20, 7.059576e-20, -1.491529e+02, 3.486235e-08, 7.684974e-10, 6.425546e-03, 8.842316e-03, 2.845807e-01 
5.200000e+00, 3.486154e-08, 2.786275e-10, 5.974915e-19, 8.879490e-20, 7.183588e-20, -1.491528e+02, 3.486265e-08, 7.736971e-10, 7.992233e-03, 8.493522e-03, 2.957755e-01 
5.300000e+00, 3.484523e-08, 3.707068e-10, 5.860303e-19, 8.262287e-20, 5.973142e-20, -1.491566e+02, 3.484720e-08, 7.663185e-10, 1.063827e-02, 8.187823e-03, 2.486320e-01 
5.400000e+00, 3.507040e-08, 3.496032e-10, 5.731476e-19, 9.225500e-20, 5.699340e-20, -1.491008e+02, 3.507214e-08, 7.577836e-10, 9.968282e-03, 8.609057e-03, 2.280938e-01 
5.500000e+00, 3.527207e-08, 6.469110e-11, 5.782372e-19, 9.993920e-20, 5.508433e-20, -1.490514e+02, 3.527213e-08, 7.605509e-10, 1.834058e-03, 8.953654e-03, 2.256800e-01 
5.600000e+00, 3.515618e-08, -1.016900e-10, 5.802121e-19, 8.935175e-20, 5.689089e-20, -1.490799e+02, 3.515633e-08, 7.614978e-10, -2.892513e-03, 8.518367e-03, 2.556894e-01 
5.700000e+00, 3.504897e-08, -1.065461e-10, 5.821361e-19, 9.080482e-20, 6.533546e-20, -1.491065e+02, 3.504913e-08, 7.627151e-10, -3.039912e-03, 8.616598e-03, 2.901229e-01 
5.800000e+00, 3.493343e-08, -1.333218e-10, 5.924861e-19, 8.462426e-20, 5.480470e-20, -1.491351e+02, 3.493368e-08, 7.694546e-10, -3.816435e-03, 8.348197e-03, 2.528595e-01 
5.900000e+00, 3.497309e-08, -1.365088e-10, 5.816789e-19, 9.329917e-20, 5.418254e-20, -1.491253e+02, 3.497336e-08, 7.623965e-10, -3.903233e-03, 8.753889e-03, 2.402946e-01 
6.000000e+00, 3.496879e-08, -1.578478e-10, 5.750099e-19, 1.029912e-19, 4.671127e-20, -1.491263e+02, 3.496915e-08, 7.580096e-10, -4.513932e-03, 9.196499e-03, 2.003519e-01 
